id,title,author,author_birth_year,author_death_year,downloads
57037,The Prince,"Machiavelli, Niccolò",1469,1527,558
10636,The Travels of Marco Polo - Volume 1,"Polo, Marco",1254,0,558
470,Heretics,"Chesterton, G. K. (Gilbert Keith)",1874,1936,557
1717,What's Wrong with the World,"Chesterton, G. K. (Gilbert Keith)",1874,1936,557
2526,The Yoga Sutras of Patanjali: The Book of the Spiritual Man,Patanjali,0,0,557
7241,"Fables of La Fontaine - a New Edition, with Notes","La Fontaine, Jean de",1621,1695,556
51060,The Narrative of Arthur Gordon Pym of Nantucket,"Poe, Edgar Allan",1809,1849,556
51461,A Pail of Air,"Leiber, Fritz",1910,1992,555
2811,Letters of Pliny,"Pliny, the Younger",61,0,555
674,Plutarch: Lives of the noble Grecians and Romans,Plutarch,46,119,555
16653,Myths of Babylonia and Assyria,"Mackenzie, Donald A. (Donald Alexander)",1873,1936,553
689,The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf",1828,1910,550
58899,Journey Work,"Dryfoos, Dave",1915,2003,549
11136,A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,"Rousseau, Jean-Jacques",1712,1778,548
43629,Strange Stories from a Chinese Studio (Volumes 1 and 2),"Pu, Songling",1640,1715,547
38877,Poems,"Yeats, W. B. (William Butler)",1865,1939,547
10002,The House on the Borderland,"Hodgson, William Hope",1877,1918,543
1286,Tales from Shakespeare,"Lamb, Charles",1775,1834,543
6373,The Luck of Roaring Camp and Other Tales,"Harte, Bret",1836,1902,542
46915,A Treatise on Painting,"Leonardo, da Vinci",1452,1519,542
37876,Teutonic Mythology: Gods and Goddesses of the Northland. Vol. 1 of 3,"Rydberg, Viktor",1828,1895,542
4357,American Fairy Tales,"Baum, L. Frank (Lyman Frank)",1856,1919,539
2150,The Works of Edgar Allan Poe - Volume 4,"Poe, Edgar Allan",1809,1849,538
35173,The Bacchae of Euripides,Euripides,0,-406,536
16436,Poems Every Child Should Know: The What-Every-Child-Should-Know-Library,,0,0,536
10662,The Night Land,"Hodgson, William Hope",1877,1918,535
40196,The Oxford Book of American Essays,,0,0,535
3328,Man and Superman: A Comedy and a Philosophy,"Shaw, Bernard",1856,1950,535
12299,The Mechanical Properties of Wood,"Record, Samuel J. (Samuel James)",1881,1945,532
416,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life","Anderson, Sherwood",1876,1941,530
11505,All Things Considered,"Chesterton, G. K. (Gilbert Keith)",1874,1936,530
2145,Ben-Hur: A tale of the Christ,"Wallace, Lew",1827,1905,530
467,The Princess of Cleves,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)",1634,1693,529
45368,The Outline of History: Being a Plain History of Life and Mankind,"Wells, H. G. (Herbert George)",1866,1946,529
675,American Notes,"Dickens, Charles",1812,1870,528
368,Acres of Diamonds: Our Every-day Opportunities,"Conwell, Russell H.",1843,1925,527
21816,The Confidence-Man: His Masquerade,"Melville, Herman",1819,1891,527
935,Self Help; with Illustrations of Conduct and Perseverance,"Smiles, Samuel",1812,1904,527
3188,Mark Twain's Speeches,"Twain, Mark",1835,1910,527
708,The Princess and the Goblin,"MacDonald, George",1824,1905,526
58839,Advice on Fox-Hunting,"Verney, Henry",0,0,526
917,Barnaby Rudge: A Tale of the Riots of 'Eighty,"Dickens, Charles",1812,1870,525
42278,Toy-Making at Home,"Adams, Morley",0,0,524
39863,The Montessori Method,"Montessori, Maria",1870,1952,524
41481,Astounding Stories of Super-Science January 1930,,0,0,524
14976,Mob Rule in New Orleans,"Wells-Barnett, Ida B.",1862,1931,524
2131,An Account of Egypt,Herodotus,-484,-430,522
26659,"The Will to Believe, and Other Essays in Popular Philosophy","James, William",1842,1910,522
52263,The Twilight of the Idols,"Nietzsche, Friedrich Wilhelm",1844,1900,522
64,The Gods of Mars,"Burroughs, Edgar Rice",1875,1950,520
4583,Dialogues Concerning Natural Religion,"Hume, David",1711,1776,520
13616,"The Philippine Islands, 1493-1803 - Volume 03 of 55: 1569-1576",,0,0,520
6782,The Robbers,"Schiller, Friedrich",1759,1805,520
35690,Omens and Superstitions of Southern India,"Thurston, Edgar",1855,1935,520
3435,The Book of the Thousand Nights and a Night - Volume 01,,0,0,519
52059,Anthologica Rarissima,,0,0,519
8387,Hunger,"Hamsun, Knut",1859,1952,517
52839,Texas Rocks and Minerals: An Amateur's Guide,"Girard, Roselle M.",1918,0,516
29854,"The Works of Aphra Behn, Volume V","Behn, Aphra",1640,1689,515
14460,Faust; a Tragedy,"Goethe, Johann Wolfgang von",1749,1832,515
652,"Rasselas, Prince of Abyssinia","Johnson, Samuel",1709,1784,515
7074,Beauty and the Beast,"Leprince de Beaumont, Jeanne-Marie",1711,1780,515
1591,Protagoras,Plato,-428,-348,515
4792,In Freedom's Cause : A Story of Wallace and Bruce,"Henty, G. A. (George Alfred)",1832,1902,513
15491,Micrographia,"Hooke, Robert",1635,1703,513
3031,Wild Animals I Have Known,"Seton, Ernest Thompson",1860,1946,513
83,"From the Earth to the Moon; and, Round the Moon","Verne, Jules",1828,1905,513
4928,Bulfinch's Mythology,"Bulfinch, Thomas",1796,1867,512
33837,Architecture: Gothic and Renaissance,"Smith, T. Roger (Thomas Roger)",1830,1903,512
4763,The Game of Logic,"Carroll, Lewis",1832,1898,511
754,The Story of Mankind,"Van Loon, Hendrik Willem",1882,1944,511
19998,Rural Architecture,"Allen, Lewis Falley",1800,1890,510
3891,"Complete Memoirs of the Court of Marie Antoinette, Queen of France","Campan, Mme. (Jeanne-Louise-Henriette)",1752,1822,510
33735,Pamela Censured,Anonymous,0,0,509
50922,Perpetual Peace: A Philosophical Essay,"Kant, Immanuel",1724,1804,509
3761,This Country of Ours,"Marshall, H. E. (Henrietta Elizabeth)",1867,1941,509
58911,Autographs for Freedom,Various,0,0,508
39955,The Dawn of Day,"Nietzsche, Friedrich Wilhelm",1844,1900,507
42078,The Letters of Jane Austen,"Austen, Jane",1775,1817,506
8486,Ghost Stories of an Antiquary,"James, M. R. (Montague Rhodes)",1862,1936,505
2275,The Pioneers,"Cooper, James Fenimore",1789,1851,504
12186,The Principles of Masonic Law,"Mackey, Albert Gallatin",1807,1881,504
8092,Tremendous Trifles,"Chesterton, G. K. (Gilbert Keith)",1874,1936,503
54672,Les Bijoux Indiscrets,"Diderot, Denis",1713,1784,501
46681,A History of Norwegian Immigration to the United States,"Flom, George T. (George Tobias)",1871,1960,501
4099,The Angel in the House,"Patmore, Coventry",1823,1896,501
6523,The Post Office,"Tagore, Rabindranath",1861,1941,501
20583,"The Tribes and Castes of the Central Provinces of India, Volume 1","Russell, R. V. (Robert Vane)",1873,1915,500
58822,The Early Life of Washington: Designed for the Instruction and Amusement of the Young,Anonymous,0,0,499
17314,Five Children and It,"Nesbit, E. (Edith)",1858,1924,499
58715,Drawings of Old London,"Norman, Philip",1842,1931,499
35830,The 2010 CIA World Factbook,United States. Central Intelligence Agency,0,0,499
1564,Boswell's Life of Johnson,"Boswell, James",1740,1795,498
58817,"The Praying Skipper, and Other Stories","Paine, Ralph Delahaye",1871,1925,498
4200,The Diary of Samuel Pepys - Complete,"Pepys, Samuel",1633,1703,497
58907,A B C of Gothic Architecture,"Parker, John Henry",0,0,496
1572,Timaeus,Plato,-428,-348,494
56075,"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency","Seneca, Lucius Annaeus",0,65,493
1152,The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,,0,0,492
23997,Eugene Oneguine [Onegin]: A Romance of Russian Life in Verse,"Pushkin, Aleksandr Sergeevich",1799,1837,492
58787,The Elements of Child-protection,"Engel, Sigmund",0,0,491
36541,"Unto This Last, and Other Essays on Political Economy","Ruskin, John",1819,1900,491
14033,"Plutarch's Lives, Volume 1 (of 4)",Plutarch,46,119,490
456,"The Door in the Wall, and Other Stories","Wells, H. G. (Herbert George)",1866,1946,490
5946,"The History of Don Quixote, Volume 2, Complete","Cervantes Saavedra, Miguel de",1547,1616,489
1064,The Masque of the Red Death,"Poe, Edgar Allan",1809,1849,489
17611,"Summa Theologica, Part I (Prima Pars)","Thomas, Aquinas, Saint",0,1274,489
2788,Little Men: Life at Plumfield With Jo's Boys,"Alcott, Louisa May",1832,1888,488
17774,The Poetry of Architecture,"Ruskin, John",1819,1900,488
2449,The Common Law,"Holmes, Oliver Wendell",1841,1935,486
27083,The Subjection of Women,"Mill, John Stuart",1806,1873,486
2518,"The Hungry Stones, and Other Stories","Tagore, Rabindranath",1861,1941,486
58870,The Midlander,"Tarkington, Booth",1869,1946,486
9603,Hung Lou Meng,"Cao, Xueqin",1715,1763,484
2870,Washington Square,"James, Henry",1843,1916,483
45001,Institutes of the Christian Religion (Vol. 1 of 2),"Calvin, Jean",1509,1564,482
6791,Mary Stuart: A Tragedy,"Schiller, Friedrich",1759,1805,482
23684,Keats: Poems Published in 1820,"Keats, John",1795,1821,481
171,Charlotte Temple,"Rowson, Mrs.",1762,1824,481
564,The Mystery of Edwin Drood,"Dickens, Charles",1812,1870,479
39509,"The Black Man, the Father of Civilization, Proven by Biblical History","Webb, James Morris",0,0,478
2243,The Merchant of Venice,"Shakespeare, William",1564,1616,477
30240,The Big Trip Up Yonder,"Vonnegut, Kurt",1922,2007,477
2350,His Last Bow: An Epilogue of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930,476
55317,The Meditations of the Emperor Marcus Aurelius Antoninus,"Marcus Aurelius, Emperor of Rome",121,180,476
24811,Viking Tales,"Hall, Jennie",1875,1921,475
46409,Heidi,"Spyri, Johanna",1827,1901,475
11757,The Velveteen Rabbit,"Bianco, Margery Williams",1880,1944,474
22400,Fox's Book of Martyrs,"Foxe, John",1516,1587,474
58738,"On Horseback Through Asia Minor, Volume 2 (of 2)",,0,0,474
486,Ozma of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,473
28289,The Essays of 'George Eliot': Complete,"Eliot, George",1819,1880,473
58909,The Hastings Road: And the 'Happy Springs of Tunbridge',"Harper, Charles G. (Charles George)",1863,1943,473
847,Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron",1800,1859,473
223,The Wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",1874,1936,471
19449,"The North American Indian, Vol. 1","Curtis, Edward S.",1868,1952,471
165,McTeague: A Story of San Francisco,"Norris, Frank",1870,1902,471
2042,Something New,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,471
1245,Night and Day,"Woolf, Virginia",1882,1941,471
11228,The Marrow of Tradition,"Chesnutt, Charles W. (Charles Waddell)",1858,1932,470
1300,Riders of the Purple Sage,"Grey, Zane",1872,1939,470
42055,Your Mind and How to Use It: A Manual of Practical Psychology,"Atkinson, William Walker",1862,1932,469
5343,Rainbow Valley,"Montgomery, L. M. (Lucy Maud)",1874,1942,469
1298,The Virginian: A Horseman of the Plains,"Wister, Owen",1860,1938,469
5500,The Advancement of Learning,"Bacon, Francis",1561,1626,468
68,Warlord of Mars,"Burroughs, Edgar Rice",1875,1950,468
43855,Poor Richard Improved,"Franklin, Benjamin",1706,1790,468
1750,Laws,Plato,-428,-348,467
11027,Grimm's Fairy Stories,"Grimm, Wilhelm",1786,1859,465
1177,The Memorabilia,Xenophon,-431,-355,465
18226,My Young Days,Anonymous,0,0,464
14420,The Exemplary Novels of Cervantes,"Cervantes Saavedra, Miguel de",1547,1616,463
34632,Selected Sermons of Jonathan Edwards,"Edwards, Jonathan",1703,1758,463
3743,The Writings of Thomas Paine - Volume 4 (1794-1796): The Age of Reason,"Paine, Thomas",1737,1809,463
1526,Twelfth Night,"Shakespeare, William",1564,1616,463
45305,"The City of God, Volume II","Augustine, Saint, Bishop of Hippo",354,430,462
17731,The Children of the Sea,"Conrad, Joseph",1857,1924,462
39064,Hegel's Philosophy of Mind,"Hegel, Georg Wilhelm Friedrich",1770,1831,462
30123,Micromegas,Voltaire,1694,1778,462
1729,The Deserted Woman,"Balzac, Honore de",1799,1850,461
3295,"The Poems of Emma Lazarus, Volume 1","Lazarus, Emma",1849,1887,461
1666,The Golden Asse,Apuleius,0,0,460
549,The Underdogs: A Novel of the Mexican Revolution,"Azuela, Mariano",1873,1952,460
4368,Flappers and Philosophers,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,460
27755,Hidden Symbolism of Alchemy and the Occult Arts,"Silberer, Herbert",1882,1922,459
134,Maria,"Wollstonecraft, Mary",1759,1797,458
3361,"Letters to His Son, Complete","Chesterfield, Philip Dormer Stanhope, Earl of",1694,1773,457
6626,Theresa Raquin,"Zola, Emile",1840,1902,457
420,Dorothy and the Wizard in Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,456
25833,The Great Controversy Between Christ and Satan,"White, Ellen Gould Harmon",1827,1915,456
11937,The Symbolism of Freemasonry,"Mackey, Albert Gallatin",1807,1881,455
58864,"Graham's Magazine, Vol. XXXI, No. 2, August 1847",Various,0,0,455
1128,The Tragedy of King Lear,"Shakespeare, William",1564,1616,454
1017,The Soul of Man under Socialism,"Wilde, Oscar",1854,1900,454
58730,Miracle by Price,"Cox, Irving E.",0,0,453
1259,Twenty Years After,"Dumas, Alexandre",1802,1870,453
3189,Sketches New and Old,"Twain, Mark",1835,1910,453
50572,Goethe's Theory of Colours,"Goethe, Johann Wolfgang von",1749,1832,452
22373,Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,,0,0,452
1785,Julius Caesar,"Shakespeare, William",1564,1616,451
28644,Beyond the Door,"Dick, Philip K.",1928,1982,450
58740,Complete Life of William McKinley and Story of His Assassination,"Everett, Marshall",1863,1939,450
731,History of the Decline and Fall of the Roman Empire - Volume 1,"Gibbon, Edward",1737,1794,450
32154,The Variable Man,"Dick, Philip K.",1928,1982,449
6456,Public Opinion,"Lippmann, Walter",1889,1974,449
46976,The Anabasis of Alexander,Arrian,0,0,448
9296,Clarissa Harlowe,"Richardson, Samuel",1689,1761,448
14916,Fairy Tales Every Child Should Know,,0,0,447
58749,Inducements to the Colored People of the United States to Emigrate to British Guiana,"Hildreth, Richard",1807,1865,446
5428,A Defence of Poetry and Other Essays,"Shelley, Percy Bysshe",1792,1822,446
2010,The Autobiography of Charles Darwin,"Darwin, Charles",1809,1882,445
16269,Thought-Forms,"Leadbeater, C. W. (Charles Webster)",1854,1934,445
17147,Theodicy: Essays on the Goodness of God,"Leibniz, Gottfried Wilhelm, Freiherr von",1646,1716,445
14833,Varney the Vampire,"Prest, Thomas Preskett",0,0,445
32522,Mr. Spaceship,"Dick, Philip K.",1928,1982,444
5683,The Critique of Practical Reason,"Kant, Immanuel",1724,1804,444
17208,The Tales of Mother Goose: As First Collected by Charles Perrault in 1696,"Perrault, Charles",1628,1703,444
1051,Sartor Resartus: The Life and Opinions of Herr Teufelsdrockh,"Carlyle, Thomas",1795,1881,443
28255,"Shelters, Shacks and Shanties","Beard, Daniel Carter",1850,1941,442
58857,The Works of William Harvey M.D.,"Harvey, William Fryer",1885,1937,442
23593,"Lectures on Architecture and Painting, Delivered at Edinburgh in November 1853","Ruskin, John",1819,1900,442
615,Orlando Furioso,"Ariosto, Lodovico",1474,1533,441
8106,"Captain Cook's Journal During His First Voyage Round the World: Made in H. M. Bark 'Endeavour', 1768-71","Cook, James",1728,1779,440
58876,Judith Moore,"Wood, Joanna E.",0,0,440
1289,Three Ghost Stories,"Dickens, Charles",1812,1870,439
34607,Woodcraft and Camping,"Sears, George Washington",1821,1890,439
45814,An Advanced English Grammar with Exercises,"Farley, Frank Edgar",1868,0,436
81,The Return of Tarzan,"Burroughs, Edgar Rice",1875,1950,435
1480,Tom Brown's School Days,"Hughes, Thomas",1822,1896,435
58908,The Initials: A Story of Modern Life,"Tautphoeus, Jemima Montgomery",0,0,435
2038,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,,0,0,434
10031,The Complete Poetical Works of Edgar Allan Poe: Including Essays on Poetry,"Poe, Edgar Allan",1809,1849,434
19481,"Everyman' with other interludes, including eight miracle plays","Rhys, Ernest",0,0,434
3526,Five Weeks in a Balloon,"Verne, Jules",1828,1905,434
36438,The Friars in the Philippines,"Coleman, Ambrose",1858,0,433
38219,A General Introduction to Psychoanalysis,"Freud, Sigmund",1856,1939,433
23428,The Conquest of Bread,"Kropotkin, Petr Alekseevich, kniaz",1842,1921,432
4240,Women in Love,"Lawrence, D. H. (David Herbert)",1885,1930,431
2021,Nostromo: A Tale of the Seaboard,"Conrad, Joseph",1857,1924,430
1911,Concerning Christian Liberty; with Letter of Martin Luther to Pope Leo X.,"Luther, Martin",1483,1546,430
3335,Theodore Roosevelt: An Autobiography,"Roosevelt, Theodore",1858,1919,430
2197,The Gambler,"Dostoyevsky, Fyodor",1821,1881,428
1685,The Mystery of the Yellow Room,"Leroux, Gaston",1868,1927,428
1173,The Economist,Xenophon,-431,-355,428
10607,The Real Mother Goose,,0,0,427
41085,The New Life (La Vita Nuova),Dante Alighieri,1265,1321,426
3080,Original Short Stories - Volume 04,"Maupassant, Guy de",1850,1893,426
1657,Crito,Plato,-428,-348,426
3790,Major Barbara,"Shaw, Bernard",1856,1950,426
26998,Peter Pan in Kensington Gardens,"Barrie, J. M. (James Matthew)",1860,1937,425
6409,How to Speak and Write Correctly,"Devlin, Joseph",0,0,425
114,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",1820,1914,425
1197,"Taras Bulba, and Other Tales","Gogol, Nikolai Vasilevich",1809,1852,424
365,The Land of Little Rain,"Austin, Mary Hunter",1868,1934,422
4352,Laughter: An Essay on the Meaning of the Comic,"Bergson, Henri",1859,1941,422
4723,A Treatise Concerning the Principles of Human Knowledge,"Berkeley, George",1685,1753,421
17321,"History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery","Hall, H. R. (Harry Reginald)",1873,1930,421
2456,The History of Herodotus - Volume 2,Herodotus,-484,-430,421
56315,Texas Fossils: An Amateur Collector's Handbook,"Matthews, William Henry",1919,0,421
18900,A Text-Book of the History of Painting,"Van Dyke, John Charles",1856,1932,421
57333,Short Stories of Chekhov,"Chekhov, Anton Pavlovich",1860,1904,420
5160,The Mabinogion,,0,0,420
7371,A Sicilian Romance,"Radcliffe, Ann Ward",1764,1823,419
15238,Mathilda,"Shelley, Mary Wollstonecraft",1797,1851,418
45456,"History of Julius Caesar, Vol. 1 of 2","Napoleon III, Emperor of the French",1808,1873,417
41771,The History of Sulu,"Saleeby, Najeeb M. (Najeeb Mitry)",1870,0,417
43602,"A History of Art for Beginners and Students: Painting, Sculpture, Architecture","Waters, Clara Erskine Clement",1834,1916,417
16780,The Declaration of Independence of The United States of America,"Jefferson, Thomas",1743,1826,415
15776,The Economic Consequences of the Peace,"Keynes, John Maynard",1883,1946,415
12758,Library of the World's Best Mystery and Detective Stories,,0,0,415
1965,Captain Blood,"Sabatini, Rafael",1875,1950,415
58814,A Short History of the Royal Navy 1217-1815: Volume II 1689-1815,"Hannay, David",1853,1934,414
391,The Song of Roland,,0,0,414
3875,Memoirs of Louis XIV and His Court and of the Regency - Complete,"Saint-Simon, Louis de Rouvroy, duc de",1675,1755,413
46650,Bayou Folk,"Chopin, Kate",1850,1904,412
1676,Alcibiades I,Plato (spurious and doubtful works),-428,-348,412
1689,The Pivot of Civilization,"Sanger, Margaret",1879,1966,412
32507,The Planters of Colonial Virginia,"Wertenbaker, Thomas Jefferson",1879,1966,412
1459,Prufrock and Other Observations,"Eliot, T. S. (Thomas Stearns)",1888,1965,411
30325,"The Elements of Drawing, in Three Letters to Beginners","Ruskin, John",1819,1900,411
968,Martin Chuzzlewit,"Dickens, Charles",1812,1870,410
6695,Tales of the Jazz Age,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,410
16751,McGuffey's Sixth Eclectic Reader,"McGuffey, William Holmes",1800,1873,409
14407,The Tale of Benjamin Bunny,"Potter, Beatrix",1866,1943,408
144,The Voyage Out,"Woolf, Virginia",1882,1941,408
2412,The Categories,Aristotle,-384,-322,407
18343,The Pied Piper of Hamelin,"Browning, Robert",1812,1889,407
14020,The Works of Horace,Horace,-65,-8,407
15784,The Chronology of Ancient Kingdoms Amended,"Newton, Isaac",1642,1727,407
51155,A Complete Dictionary of Synonyms and Antonyms,"Fallows, Samuel",1835,1922,406
21327,"The Works of Guy de Maupassant, Vol. 1: Boule de Suif and Other Stories","Maupassant, Guy de",1850,1893,406
479,Little Lord Fauntleroy,"Burnett, Frances Hodgson",1849,1924,405
49038,The Underground Railroad from Slavery to Freedom: A comprehensive history,"Siebert, Wilbur Henry",1866,1961,405
871,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",Epictetus,55,135,403
25282,The Jewish State,"Herzl, Theodor",1860,1904,403
154,The Rise of Silas Lapham,"Howells, William Dean",1837,1920,403
58879,Hertfordshire,"Lydekker, Richard",1849,1915,403
1190,The Jolly Corner,"James, Henry",1843,1916,402
22693,A Book of Myths,"Lang, Jean",1867,1932,402
445,The Crowd: A Study of the Popular Mind,"Le Bon, Gustave",1841,1931,402
1954,Colonel Chabert,"Balzac, Honore de",1799,1850,401
15679,"The Works of the Right Honourable Edmund Burke, Vol. 03 (of 12)","Burke, Edmund",1729,1797,401
5186,Kalevala : the Epic Poem of Finland - Complete,,0,0,401
47960,Shakespeare's Tragedy of Romeo and Juliet,"Shakespeare, William",1564,1616,401
13065,"Beethoven's Letters 1790-1826, Volume 1","Beethoven, Ludwig van",1770,1827,400
5725,English Literature for Boys and Girls,"Marshall, H. E. (Henrietta Elizabeth)",1867,1941,400
54893,The Secrets of the Harem,Anonymous,0,0,399
6763,Aristotle on the art of poetry,Aristotle,-384,-322,399
5998,Waverley,"Scott, Walter",1771,1832,398
18575,One Hundred Merrie And Delightsome Stories,,0,0,397
994,Riders to the Sea,"Synge, J. M. (John Millington)",1871,1909,397
8813,"Complete Prose Works: Specimen Days and Collect, November Boughs and Goodbye My Fancy","Whitman, Walt",1819,1892,397
25003,The Nicest Girl in the School: A Story of School Life,"Brazil, Angela",1869,1947,396
58761,"The Precious Name, Proofs of the Godhead and a Hymn","Church, John",1780,1833,396
1013,The First Men in the Moon,"Wells, H. G. (Herbert George)",1866,1946,396
782,The Travels of Sir John Mandeville,"Mandeville, John, Sir",0,0,395
598,Heimskringla,"Sturluson, Snorri",0,1241,395
7469,Daniel Deronda,"Eliot, George",1819,1880,393
29635,Dr. Montessori's Own Handbook,"Montessori, Maria",1870,1952,393
7471,"The Man with Two Left Feet, and Other Stories","Wodehouse, P. G. (Pelham Grenville)",1881,1975,393
7321,The Nibelungenlied: Translated into Rhymed English Verse in the Metre of the Original,,0,0,392
17860,Stories from Hans Andersen,"Andersen, H. C. (Hans Christian)",1805,1875,390
3698,"The Task, and Other Poems","Cowper, William",1731,1800,390
45723,Myths & Legends of Japan,"Davis, F. Hadland (Frederick Hadland)",0,0,390
58898,From Paddington to Penzance,"Harper, Charles G. (Charles George)",1863,1943,390
35698,Letters of John Keats to His Family and Friends,"Keats, John",1795,1821,390
25012,"The Case of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.","Nietzsche, Friedrich Wilhelm",1844,1900,390
38015,"De Re Metallica, Translated from the First Latin Edition of 1556","Agricola, Georg",1494,1555,389
3726,"The Decameron, Volume I","Boccaccio, Giovanni",1313,1375,389
58747,"Holcomb, Fitz, and Peate: Three 19th Century American Telescope Makers",,0,0,389
20417,"The Outline of Science, Vol. 1 (of 4): A Plain Story Simply Told","Thomson, J. Arthur (John Arthur)",1861,1933,389
58819,The Choir School of St. Bede's,"Harrison, Frederick",0,0,388
2085,Cyropaedia: The Education of Cyrus,Xenophon,-431,-355,388
1826,Sarrasine,"Balzac, Honore de",1799,1850,387
1301,The French Revolution: A History,"Carlyle, Thomas",1795,1881,386
14642,"McGuffey's Eclectic Primer, Revised Edition","McGuffey, William Holmes",1800,1873,386
1872,The Red House Mystery,"Milne, A. A. (Alan Alexander)",1882,1956,386
2398,The Renaissance: Studies in Art and Poetry,"Pater, Walter",1839,1894,386
32048,"Cottage Building in Cob, Pise, Chalk and Clay: A Renaissance (2nd edition)","Williams-Ellis, Clough",1883,1978,386
58391,The Engineer's Sketch-Book,"Barber, Thomas Walker",0,0,385
12625,Architecture and Democracy,"Bragdon, Claude Fayette",1866,1946,385
903,The White Company,"Doyle, Arthur Conan",1859,1930,385
619,The Warden,"Trollope, Anthony",1815,1882,384
20748,Favorite Fairy Tales,,0,0,383
12341,Against the Grain,"Huysmans, J.-K. (Joris-Karl)",1848,1907,382
1937,The Second Jungle Book,"Kipling, Rudyard",1865,1936,381
1951,The Coming Race,"Lytton, Edward Bulwer Lytton, Baron",1803,1873,381
769,The Book of Tea,"Okakura, Kakuzo",1862,1913,381
58852,A History of the Coldstream Guards From 1815 to 1895,"Ross-of-Bladensburg, C.B.",0,0,381
1129,The Tragedy of Macbeth,"Shakespeare, William",1564,1616,381
18362,Fifteen Thousand Useful Phrases,"Kleiser, Grenville",1868,1953,380
95,The Prisoner of Zenda,"Hope, Anthony",1863,1933,379
45422,The Quest of the Historical Jesus,"Schweitzer, Albert",1875,1965,379
32572,Hans Andersen's Fairy Tales. Second Series,"Andersen, H. C. (Hans Christian)",1805,1875,378
58737,Index of the Project Gutenberg Works of Charles Darwin,"Darwin, Charles",1809,1882,378
11012,The Autobiography of an Ex-Colored Man,"Johnson, James Weldon",1871,1938,377
58694,Highland Legends,"Lauder, Thomas Dick",0,0,377
24880,The Wreck of the Titan,"Robertson, Morgan",1861,1915,377
3074,The Burgess Bird Book for Children,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,376
14726,The Elder Eddas of Saemund Sigfusson; and the Younger Eddas of Snorre Sturleson,Saemund Sigfusson,0,0,376
11870,"The Country of the Blind, and Other Stories","Wells, H. G. (Herbert George)",1866,1946,376
22282,Uncle Remus and Brer Rabbit,"Harris, Joel Chandler",1848,1908,375
540,The Red Fairy Book,,0,0,375
25326,"Lives of the Most Eminent Painters Sculptors and Architects, Vol. 01 (of 10)","Vasari, Giorgio",1511,1574,375
11696,The Food of the Gods and How It Came to Earth,"Wells, H. G. (Herbert George)",1866,1946,375
2776,The Four Million,"Henry, O.",1862,1910,374
17976,Autobiography of Andrew Carnegie,"Carnegie, Andrew",1835,1919,373
5321,Concerning the Spiritual in Art,"Kandinsky, Wassily",1866,1944,373
19445,Omnilingual,"Piper, H. Beam",1904,1964,373
8601,The Early Poems of Alfred Lord Tennyson,"Tennyson, Alfred Tennyson, Baron",1809,1892,373
58774,Court Netherleigh: A Novel,"Wood, Mrs. Henry (Ellen)",0,0,373
58777,Index of the Project Gutenberg Works of George Eliot,"Eliot, George",1819,1880,372
2276,The Private Memoirs and Confessions of a Justified Sinner,"Hogg, James",1770,1835,372
213,The Man from Snowy River,"Paterson, A. B. (Andrew Barton)",1864,1941,372
12648,The Beautiful Necessity,"Bragdon, Claude Fayette",1866,1946,371
72,"Thuvia, Maid of Mars","Burroughs, Edgar Rice",1875,1950,371
5400,Project Gutenberg Works of Winston Churchill,"Churchill, Winston",1871,1947,371
3026,North of Boston,"Frost, Robert",1874,1963,371
4800,The Complete Poetical Works of Percy Bysshe Shelley - Complete,"Shelley, Percy Bysshe",1792,1822,371
142,"The $30,000 Bequest, and Other Stories","Twain, Mark",1835,1910,371
18993,History of the World War,"Beamish, Richard Joseph",1879,0,370
12740,An Autobiography of Buffalo Bill (Colonel W. F. Cody),Buffalo Bill,1846,1917,370
2081,The Blithedale Romance,"Hawthorne, Nathaniel",1804,1864,370
14668,McGuffey's Second Eclectic Reader,"McGuffey, William Holmes",1800,1873,370
33403,Geography and Plays,"Stein, Gertrude",1874,1946,370
808,The Complete Plays of Gilbert and Sullivan,"Gilbert, W. S. (William Schwenck)",1836,1911,369
14323,La-bas,"Huysmans, J.-K. (Joris-Karl)",1848,1907,369
